date,QQQ_close,vix,dxy_proxy,tips_proxy,credit_proxy,gold_close,hard_regime,divergence_phase,risk_score,proposed_risk,recovery_active,dxy_roc_20d,tips_roc_20d
2023-03-08,284.13,17.05,100.83,1.4973,396.19,1873.87,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.011567493383001781,0.006926698049764646
2023-03-09,287.43,17.09,100.39,1.4941,396.94,1875.31,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.019341603985542632,0.009117925165473606
2023-03-10,286.57,17.07,100.3,1.4955,400.56,1842.36,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.017725981784350253,0.0076135291739658495
2023-03-13,285.9,17.08,100.43,1.493,396.46,1847.33,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.02267419229272094,0.004913508783738418
2023-03-14,291.96,16.92,100.79,1.4909,396.43,1834.45,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.017641325536062236,-0.002208539686789024
2023-03-15,290.94,17.05,101.03,1.5041,399.35,1840.83,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.009995100440960303,-0.0017918768250596573
2023-03-16,297.17,17.09,101.38,1.5021,399.63,1832.58,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.002263556736541772,0.0011330311916821767
2023-03-17,300.85,16.96,101.7,1.501,402.56,1842.94,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.000589622641509413,-0.0067496029645316424
2023-03-20,307.57,17.03,101.08,1.5008,399.85,1836.99,TIGHT_LIQUIDITY,EARLY,0.3,0.8,True,-0.0034506556245686992,-0.000998469014178327
2023-03-21,313.3,17.09,100.8,1.4935,400.05,1822.08,TIGHT_LIQUIDITY,EARLY,0.3,0.8,True,-0.006407097092163694,-0.003669112741827907
2023-03-22,310.94,17.12,101.28,1.4983,394.67,1826.69,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0011834319526627946,0.0028110568235057976
2023-03-23,311.36,17.16,101.94,1.4832,393.39,1834.98,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.004929022082018841,-0.008622418287547617
2023-03-24,305.61,17.3,102.1,1.4898,392.16,1846.17,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.012294269284156112,-0.0014076010456465227
2023-03-27,309.68,17.32,102.21,1.4921,390.24,1845.0,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02210000000000001,0.0007377598926894269
2023-03-28,309.27,17.36,102.63,1.4845,390.07,1864.87,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.03343067163427649,0.002769521750878079
2023-03-29,306.66,17.27,102.72,1.491,390.21,1882.96,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02239474469991043,0.012907608695652328
2023-03-30,309.97,17.35,102.96,1.5087,389.85,1857.31,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02560015937842408,0.020771312584573653
2023-03-31,316.09,17.3,103.02,1.5189,386.22,1841.78,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.027118644067796627,0.028786236792197162
2023-04-03,310.18,17.21,103.21,1.5232,386.97,1824.3,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02829530736275765,0.029745808545159624
2023-04-04,301.73,17.21,103.02,1.527,388.72,1826.8,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.026709188758222036,0.0214046822742473
2023-04-05,304.64,17.23,103.25,1.5219,388.42,1830.04,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02400079341465844,0.01642957323181715
2023-04-06,307.79,17.18,103.48,1.5202,388.26,1841.4,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.03077995816316359,0.017468710260357456
2023-04-07,300.58,17.04,102.87,1.5027,386.79,1851.8,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02562313060817556,0.004814443329989926
2023-04-10,299.7,17.06,103.33,1.513,386.75,1870.09,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.028875833914169036,0.013395847287340779
2023-04-11,300.18,16.97,103.1,1.5021,384.81,1866.15,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02291894037106834,0.007512240928298386
2023-04-12,303.23,17.14,102.54,1.5054,382.52,1873.1,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.014946055627041543,0.0008643042350908736
2023-04-13,302.9,16.94,102.93,1.5011,381.41,1859.82,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.015289011639376682,-0.0006657346381730989
2023-04-14,300.68,16.98,102.86,1.5039,382.35,1877.76,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.011406096361848528,0.0019320453031312912
2023-04-17,299.59,16.83,103.31,1.5017,385.02,1883.55,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02206173328056993,0.0005996801705758781
2023-04-18,299.27,16.86,104.13,1.5176,385.3,1886.41,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.03303571428571428,0.016136591898225694
2023-04-19,303.28,16.77,104.28,1.5177,386.14,1876.16,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02962085308056861,0.012948007742107803
2023-04-20,297.65,16.55,103.82,1.5145,385.58,1902.35,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.018442220914263174,0.021103020496224367
2023-04-21,301.75,16.45,103.97,1.5117,385.03,1905.58,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.01831537708129294,0.01469995972613769
2023-04-24,304.14,16.41,104.43,1.5034,385.16,1941.0,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02171998825946586,0.007573218953153438
2023-04-25,305.11,16.55,104.48,1.5081,385.15,1939.46,TIGHT_LIQUIDITY,EARLY,0.3,0.8,True,0.01802591834746181,0.015897608622431836
2023-04-26,302.41,16.59,104.13,1.5134,387.77,1945.21,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.013726635514018648,0.015023474178403662
2023-04-27,301.52,16.63,104.01,1.5208,383.63,1941.42,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.010198135198135283,0.00802014979783916
2023-04-28,294.47,16.47,104.59,1.5279,382.09,1921.77,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.015239759270044617,0.0059253407070907205
2023-05-01,284.14,16.41,105.61,1.5315,380.92,1928.8,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.023253560701482545,0.005449054621848637
2023-05-02,278.96,16.38,105.67,1.5312,382.84,1934.22,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.025723160551349267,0.002750491159135615
2023-05-03,281.33,16.31,106.06,1.5439,380.73,1922.98,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02721549636803866,0.014455614692161056
2023-05-04,285.99,16.28,106.66,1.5408,384.16,1925.52,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.030730575956706474,0.013550848572556173
2023-05-05,287.01,16.43,106.52,1.5339,383.25,1932.39,TIGHT_LIQUIDITY,EARLY,0.3,0.8,True,0.03548167590162343,0.020762627270912493
2023-05-08,281.77,16.49,106.3,1.543,377.85,1922.52,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.028742862672989533,0.019828155981493678
2023-05-09,276.2,16.4,106.42,1.5419,377.39,1921.15,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.03220174587778857,0.026496238599294397
2023-05-10,277.02,16.3,106.73,1.5473,378.38,1929.4,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.040862102594109606,0.027833134050750497
2023-05-11,278.14,16.49,106.7,1.5453,376.78,1916.23,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.03662683377052356,0.029445073612683892
2023-05-12,274.13,16.4,106.68,1.5482,377.01,1906.73,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.03713785728174224,0.02945674579426827
2023-05-15,277.22,16.47,106.62,1.5434,378.36,1910.0,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.032039492788694224,0.027768529000466113
2023-05-16,272.54,16.46,106.75,1.5368,378.91,1891.31,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.02516085662153089,0.01265155508697946
2023-05-17,277.05,16.57,106.65,1.5399,373.54,1876.76,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.022727272727272707,0.014627396718719154
2023-05-18,276.21,16.46,106.96,1.5556,371.02,1866.51,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.0302446542092083,0.027137669197755176
2023-05-19,277.13,16.62,106.45,1.5578,375.18,1845.67,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.023853034529191186,0.03049546867764774
2023-05-22,273.01,16.57,106.24,1.5645,375.84,1823.48,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.017332184238245674,0.04064121324996672
2023-05-23,274.83,16.51,106.79,1.5599,374.52,1831.12,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.022109494640122573,0.03434785491678283
2023-05-24,277.49,16.55,106.08,1.5644,372.31,1834.86,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.01872659176029967,0.033698955993128
2023-05-25,272.89,16.59,105.75,1.5547,374.01,1838.7,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.016729160657628972,0.022290899526564933
2023-05-26,271.01,16.73,105.58,1.5552,374.73,1831.46,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.009465532077636452,0.017867661496171028
2023-05-29,272.68,16.67,105.41,1.5661,372.5,1801.26,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0018937600606003802,0.022592229840026068
2023-05-30,278.09,16.92,105.25,1.5513,371.92,1798.37,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0039746380240370804,0.01312695924764884
2023-05-31,277.59,16.8,105.51,1.5556,368.7,1807.89,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.005185743918536656,0.007578211024030113
2023-06-01,284.57,16.81,105.38,1.5548,370.17,1786.71,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.01200075004687795,0.009086188992730948
2023-06-02,285.27,16.77,106.16,1.5538,373.98,1773.63,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.003379647014645104,0.012973466327661498
2023-06-05,287.43,16.79,105.81,1.5555,376.82,1770.31,TIGHT_LIQUIDITY,EARLY,0.3,0.8,True,-0.004609595484477813,0.008101101749838024
2023-06-06,281.73,16.79,105.43,1.5531,376.74,1749.89,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.009302762638601747,0.007263765484142759
2023-06-07,276.41,16.83,105.23,1.5335,378.63,1753.92,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.014054155345263775,-0.008918761713953227
2023-06-08,274.18,16.69,105.59,1.5365,384.16,1759.78,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.01040299906279285,-0.005694687115770369
2023-06-09,275.6,16.67,105.94,1.5416,387.16,1754.06,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0069366329208849775,-0.004263015114326252
2023-06-12,274.29,16.62,106.29,1.5535,386.21,1749.55,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.003095104108047253,0.006543993779966284
2023-06-13,275.46,16.59,106.7,1.5363,384.41,1740.67,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0004683840749414303,-0.0003253513794898577
2023-06-14,267.93,16.49,106.32,1.5351,387.09,1738.38,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0030942334739804123,-0.0031170855250342022
2023-06-15,264.75,16.48,106.78,1.5279,385.09,1745.87,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0016828721017202453,-0.017806634096168672
2023-06-16,264.18,16.54,106.79,1.5336,382.82,1746.42,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.003193987787693864,-0.015534728463217351
2023-06-19,263.64,16.41,106.13,1.5391,382.12,1734.62,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.001035391566265087,-0.016235218919782746
2023-06-20,263.47,16.52,105.17,1.5279,380.12,1753.06,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.015169959734057548,-0.020514135521507826
2023-06-21,264.5,16.59,104.7,1.5197,381.26,1754.48,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.01300904977375561,-0.02857325492201479
2023-06-22,266.37,16.56,104.83,1.5212,383.15,1765.09,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.00869976359338065,-0.021547565446709882
2023-06-23,261.33,16.34,105.26,1.5305,380.92,1742.81,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0030308770600492307,-0.015882201646090555
2023-06-26,261.77,16.42,106.03,1.5348,380.19,1732.62,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.005881794896120063,-0.019985952365749404
2023-06-27,261.93,16.39,105.61,1.5508,384.37,1747.09,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.003420427553444183,-0.0003223103203764399
2023-06-28,259.17,16.47,105.89,1.5545,387.37,1755.56,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.003601554355037395,-0.0007071226536384811
2023-06-29,261.6,16.53,106.04,1.541,387.68,1749.42,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.006263048016701633,-0.00887573964497046
2023-06-30,257.71,16.69,106.79,1.5518,388.39,1766.66,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.005934438583270696,-0.0012871669455528645
2023-07-03,257.88,16.7,106.33,1.5552,388.65,1751.26,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.0049144693318210475,-0.00019286403085838622
2023-07-04,257.85,16.69,107.11,1.5624,388.79,1755.01,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.01593474343166079,0.005988023952095967
2023-07-05,258.12,16.66,106.65,1.5615,387.17,1740.35,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.013494250688967036,0.018258884903814776
2023-07-06,259.83,16.7,105.9,1.5609,389.6,1753.95,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.0029358840799318386,0.015880247315327
2023-07-07,263.16,16.7,105.55,1.5528,390.52,1759.31,TIGHT_LIQUIDITY,EARLY,0.3,0.8,True,-0.0036813290541816146,0.007265179034769087
2023-07-10,267.36,16.8,105.51,1.5434,389.89,1762.69,TIGHT_LIQUIDITY,EARLY,0.3,0.8,True,-0.007338413773638197,-0.006501448342452476
2023-07-11,266.84,16.74,105.63,1.5398,388.53,1767.24,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.010028116213683269,0.002278200872225522
2023-07-12,265.69,16.76,105.75,1.5314,387.53,1785.73,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.005361173814898312,-0.00241026643215414
2023-07-13,262.11,16.54,104.97,1.5319,387.72,1784.98,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.016950739838921147,0.002617972380391409
2023-07-14,266.06,16.27,105.15,1.5442,385.21,1780.94,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.015357243187564373,0.006911841418883569
2023-07-17,263.79,16.18,105.02,1.5555,389.57,1777.47,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.010458871195703323,0.010655577935157146
2023-07-18,269.96,16.18,105.77,1.5551,390.0,1782.73,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.005705048968337012,0.017802212186661448
2023-07-19,280.39,16.25,105.48,1.5629,389.27,1777.33,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,0.007449856733524385,0.028426663157202103
2023-07-20,283.59,16.25,105.61,1.5633,390.17,1783.33,TIGHT_LIQUIDITY,EARLY,0.3,0.8,True,0.0074406181436612595,0.027675519326847198
2023-07-21,277.14,16.31,105.21,1.5524,390.15,1785.09,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.0004750142504276189,0.014309049330284207
2023-07-24,274.97,16.39,104.65,1.5495,388.9,1785.22,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.013015184381778733,0.009577795152462931
2023-07-25,276.03,16.29,104.97,1.5503,384.6,1761.46,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.006060032193921039,-0.00032241423781265155
2023-07-26,276.12,16.26,104.93,1.5504,385.24,1773.85,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.00906601189914058,-0.0026375040205853795
2023-07-27,272.58,16.14,104.48,1.553,388.23,1769.2,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.014711429649189034,0.0077871512005192045
2023-07-28,264.53,15.97,104.15,1.549,387.39,1770.39,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.024721415862908547,-0.0018043562314732364
2023-07-31,263.68,16.07,103.88,1.5426,388.62,1752.06,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.02304147465437789,-0.00810185185185186
2023-08-01,265.04,16.07,103.82,1.5551,387.29,1778.03,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.030716086266455056,-0.004672299027137838
2023-08-02,264.46,15.94,103.86,1.5471,385.66,1783.69,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.02616033755274272,-0.009221902017291228
2023-08-03,266.35,15.88,104.29,1.5563,389.1,1791.01,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.015203021718602439,-0.0029470177461720093
2023-08-04,270.84,15.69,104.16,1.5499,389.49,1784.56,TIGHT_LIQUIDITY,EARLY,0.3,0.8,False,-0.013169114163903317,-0.0018675940236990707
2023-08-07,268.36,16.38,104.1,1.5534,389.07,1786.22,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.013363662212112715,0.0064792017623427345
2023-08-08,267.06,16.8,104.6,1.5665,389.91,1794.31,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.009751017703303999,0.017339914274581147
2023-08-09,258.04,17.11,105.0,1.5736,390.52,1806.16,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.007092198581560294,0.027556484262766023
2023-08-10,259.92,17.71,105.13,1.5711,391.42,1769.83,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,0.0015242450223873494,0.025589137672171747
2023-08-11,261.11,17.26,104.42,1.575,392.66,1756.14,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.006942463147884048,0.01994560290117864
2023-08-14,255.15,17.9,104.23,1.593,392.77,1761.85,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.007522376690154209,0.024108003857280513
2023-08-15,264.19,18.29,103.82,1.5924,392.81,1745.73,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.01843622955469415,0.023985595781621738
2023-08-16,261.18,18.48,104.21,1.593,392.26,1745.13,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.01204019719378091,0.019259069678162488
2023-08-17,261.33,19.0,103.81,1.5851,394.98,1740.79,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.017043840545402866,0.013944860231561496
2023-08-18,250.77,19.48,104.01,1.5732,395.64,1750.45,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.01140575990875381,0.013398608606029372
2023-08-21,251.86,20.02,103.44,1.5762,395.04,1745.23,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.01156235069278555,0.01723136495643751
2023-08-22,256.08,20.8,104.19,1.5868,394.9,1750.24,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.007430694484138356,0.023543830226407714
2023-08-23,259.71,21.24,104.26,1.5937,394.88,1742.01,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,True,-0.006385209187077079,0.02792827657378738
